Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EVRI,,55.56,,57,,6.9,80.2,,6,72.36,,,60.99,1.24,,0.34,0.22,1.1,140.41,73.59,48.73,2.82,4,,,,8,4.84,10.89,,5.48,2.27,2.04,12.5,0.13,18.74,16.44,,,19.47,,5.87,24.83,79.06,2.78,,,13.29,,25.5,3.87,9.43,9.43,6.29,1.21,,,,,6.72,,1.32,,,3.54,7.46,1.31,0.92,,0.99,6.13,148.86,16.88,46.35,,11.28,,13.07,,,,6,1313735233.0,Casinos/Gaming,Consumer Services
EVTC,7.32,60.89,3.4,25.1,,22.6,7.3,7.5,10.4,71.01,0.49,,63.71,4,,0.71,0.43,1.62,,53.31,64.1,1.93,0.78,,0.07,0.48,22.22,13.54,19.41,,,,4.4,4.5,0.44,22.64,5.52,0.48,,20.59,,,49.59,52.33,6.6,,,14.65,,23.47,5.01,27.88,14.48,0.8,4.07,,1.07,0.97,,17.99,,0.93,,,11.83,30.17,0.92,1.13,,1.62,8.38,139.92,13.74,19.41,,16.74,,4.36,24.13,,,9,2437866598.0,Regional Banks,Finance
EW,,67.52,1,13,,15.5,12.3,2.4,8.1,63.08,,,67.85,14.66,,1.5,2.7,3.28,259.91,52.5,43.57,0.37,0.1,,,,29.13,26.92,64.53,25.7,23.7,7.74,8.74,3.43,0.71,13.55,1.53,,30.86,20.79,5.95,8.69,117.64,77.99,,,,24.59,,30.05,7.74,36.33,33.87,2.24,8.93,,1.08,3.24,,65.99,3.97,1,,38.12,49.89,79.49,1.78,2.72,10.46,2.45,16.28,66.89,22.65,23.05,,23.4,,2.49,50.3,,,10,44499472827.0,Medical Specialties,Health Technology
EWCZ,,43,,,,,,,0.7,24.02,,,36.2,0.86,,2.24,0.17,3.76,134.8,33.18,12.16,40.9,3.83,,,,,111.24,19.03,,,,4.74,,0.13,24.92,7.59,,,,,,0.0,71.07,1.62,,,3.37,,20.29,7.22,95.91,95.91,,3.45,,,,,13.1,,,,,12.89,,,,,3,1.02,,,8.31,,,,,,,,2,1134189161.0,Other Consumer Services,Consumer Services
EXAS,4.54,35.74,,3.3,,3.4,,,21,27.09,,,31.59,1.63,,1.54,0.29,2.41,71.97,43.35,27.56,,0.82,,,,,,,,301.52,4.56,5.34,,0.49,,,,,,,12.82,92.64,73.83,,,,,,,3.51,,,,4.53,,,,,,,0.22,,,78.95,,,,,2.13,,,,,,,,,,,,,13853417481.0,Medical Specialties,Health Technology
EXC,,36.85,,,,,,,,35.5,4.58,,35.77,0.68,,0.03,0.01,0.85,21.19,81.75,35.94,5.32,1.7,,0.66,4.26,18.79,9.42,,18.36,9.74,3.8,3.64,5.32,0.26,,,4.26,13.87,,5.75,3.61,39.4,40.43,2.19,,,10.2,,17.32,1.32,15.81,15.81,,1.6,,,,,,1.12,1.89,,,8.4,,,16.11,1.79,0.77,2.22,5.77,4.64,8.58,,3.45,,,12.31,,,10,41450880251.00001,Electric Utilities,Utilities
EXEL,32.37,27,1,7.4,,17.7,22.9,,22.4,17.61,,12.85,21.28,6.62,,2.52,5.24,3.34,134.98,152.45,46.55,0.97,0.08,,,,31.09,27.02,31.19,15.25,14.31,2.78,2.9,3.22,0.77,9.31,2.78,,15.85,,10.43,9.81,24.23,96.04,,,,11.35,,9.34,2.7,31.45,28.76,,3.54,,,,,38.7,1.89,0.43,19.25,9.58,19.56,44.43,,1.02,2.78,3.3,6.8,40.23,6.32,8.53,,7.8,,,54.65,,,7,6943884376.0,Pharmaceuticals: Major,Health Technology
EXLS,,48.15,0.9,5.2,,17.2,31.4,,13.5,44.31,,9.68,44.95,8.59,,0.9,1.01,2.13,,1.52,64.15,0.87,0.32,,,,21.05,16.21,35.23,,,2.8,3.17,4.75,0.61,9.01,2.81,,19.08,22.56,15,14.9,38.68,37.28,17.49,,,11.07,,14.8,5.96,29.69,25.11,1.26,3.28,,1.45,1.96,,36.36,3.79,1.26,,48.34,26.45,60.07,1.15,2.1,12.84,2.13,13.07,97.81,22.52,22.3,,20.16,,3.5,56.25,,,10,4820854340.0,Data Processing Services,Technology Services
EXP,41.06,79.76,4.9,12.6,49.4,28.8,27.5,22.6,20.4,85.54,1,8.84,82.48,5.59,,0.22,0.05,2.61,69.48,26.63,34.16,1.28,0.8,,0.07,0.41,13.76,11.34,22.1,,,,4.17,7.27,0.46,18.87,5.07,0.41,14.97,24.44,,,195.58,31.12,14.75,,,22.24,,28.54,6.29,17.16,16.98,0.85,3.79,,0.55,0.64,,20.12,2.74,1.15,,,15.22,17.85,0.74,1.24,9.92,1.13,17.59,34.17,25.99,40.2,,19.38,,4.07,35.45,,,10,6163392835.999999,Construction Materials,Non-Energy Minerals
EXPD,9.8,53.32,3.1,15.9,10.2,35.4,34.6,44,31.6,58.5,1.72,4.67,53.57,9.74,,0.98,3.16,2.11,,42.45,65.18,0.43,0.21,,0.26,1.08,15.15,14.38,13.02,19.26,16.9,1.94,1.66,6.6,0.54,12.75,7.21,1.08,25.58,24.74,,,84.15,13.45,39.81,,,7.77,,10.23,7.43,24.08,24.08,0.93,1.87,,0.89,0.55,,14.8,2.83,1.22,,13.01,14.3,14.87,0.96,1.2,7.46,2.11,15.25,79.85,33.91,27.51,,42.05,,9.95,26.76,,,10,17516941297.0,Air Freight/Couriers,Transportation
EXPE,29.75,32.18,,,,,,17,,19.78,,39.09,26.54,1.24,,0.4,0.77,0.8,,608.94,71.13,3.16,3.91,,,,20.57,11.4,12.42,11.62,6.74,1.43,1.84,4.86,0.07,14.36,10.13,,11.71,5.15,43.7,7.64,156.18,86.91,5.64,,,6.7,,10.94,10.96,24.37,15.06,,1.59,,,,,10.66,,0.77,,,7.35,13.44,,2.06,,0.8,3.61,44.32,11.11,42.89,,4.41,,14.07,201.71,,,9,15835998534.0,Other Consumer Services,Consumer Services
EXPI,,42.52,,60.1,,,,47.5,55.9,46.57,1.53,,42.81,16.92,,0.7,8581.5,1.74,,0.86,9.58,,,,6.17,1.54,3004.75,152.21,9.1,,,,0.41,0.03,0.59,4.51,10.01,1.62,,,,,20.77,7.95,,,,0.12,,0.01,7.62,411.67,411.67,,0.45,,,,,10.02,12.73,0.21,,15.06,9.56,369.64,,0.94,8.88,1.74,1.17,2.44,0.23,1.99,,0.45,,11.04,411.67,,,4,2672434283.0000005,Real Estate Development,Finance
EXPO,,34.98,0.7,,14.5,18.4,16.9,,8.2,28.53,2.95,2.3,30.84,12.99,,1.16,6.62,2.34,,,91.3,0.24,0.08,,0.53,1.34,34.35,32.44,48.24,31.4,29.08,7.71,7.12,2.91,0.55,14.77,2.01,1.44,42.37,13.21,,2.42,105.35,,,,,18.69,,20.74,11.06,39.88,39.88,3.41,7.49,,2,3.14,,50.64,4.48,0.99,,44.46,41.59,65.34,3.57,2.85,11.34,2.34,16.69,91.15,23.97,29.01,,24.49,,1.53,50.49,,,10,4669966629.0,Engineering & Construction,Industrial Services
EXR,,43.45,,7.5,19,16.9,25.1,18.7,12.3,45.6,6.12,21.45,41.63,1.72,,0.19,0.02,0.93,,150.03,15.49,6.89,0.77,,1.11,3.39,33.41,25.4,31.39,28.29,20.59,17.53,18.2,2.99,0.53,57.96,4.34,4.52,25.58,17.81,1.73,3.39,144.25,74.62,3.13,,,34.87,,51.14,2.08,26.36,25.11,2.37,9.91,,1.07,0.78,18.82,16.97,1.56,0.87,,,16.8,22.45,1.91,1.16,2.18,0.93,5.2,453.87,8.57,14.36,,7.51,,,33.11,,,10,27056068653.0,Real Estate Investment Trusts,Finance
EXTR,,22.42,,172.8,,,,117.1,7.5,23.96,,,20.09,1.44,,0.4,0.9,1.02,64.02,60.44,39.93,1.68,2.28,,,,13.74,10.98,7.31,15.71,8.34,1.46,1.2,7.28,0.1,16.44,13.66,,21.69,,17,,16.0,59.64,6.98,,,5.96,,9.47,14.98,20.97,11.45,,1.25,,,,,7.56,,1.25,,,6.97,11.52,,1.55,,0.74,7.26,138.15,20.94,76.96,,10.87,,10.62,,,,3,3102674223.0,Computer Peripherals,Electronic Technology
EYE,,52.9,0.3,5.4,,2.8,,,5.8,59.99,,,54.9,1.75,,0.71,0.26,1.34,45.63,25.12,10.64,7.73,1.21,,,,69.71,17.53,55.45,218.06,18.33,1.12,1.11,1.43,0.37,2,2.66,,45.66,13.15,,2.21,46.87,53.27,3.02,,,,,1.89,1.86,,36.44,5.52,0.78,,,,,44.84,,,,,11.25,,4.28,1.16,,1.02,,4.42,1.71,,,2.02,,,,,,8,1291948341.0,Specialty Stores,Retail Trade
F,,63.8,,11.1,58.7,13.2,77.4,,10.9,69,4.11,,66.62,1.09,,0.4,0.27,1.2,37.39,60.75,118.7,12.8,3.53,,0.3,4.73,30.64,13.71,24.23,15.92,10.46,0.93,0.92,3.26,0.16,3.79,13.26,4.73,6.99,25.22,9.68,0.44,16.1,9.17,4.14,,,2.47,,3.1,1.23,11.74,6.28,,0.29,,,,,7.67,0.59,0.9,,,3.46,11.05,0.7,0.45,1.23,1.04,1.65,5.95,3.21,10.05,,2.75,,,9.83,,,8,50468063583.0,Motor Vehicles,Consumer Durables
FA,14.51,63.89,3.2,,,28.2,69.9,53.6,22,72.7,,0.83,66.33,2.73,,1.76,0.3,3.69,,48.73,67.91,2.67,0.64,,,,34.8,13.26,18.86,8.79,10.37,3.51,3.64,2.87,0.55,19.29,6.15,,15.85,11.64,,2.69,0.0,49.16,3.19,,,5.51,,10.45,2.73,59.75,16.56,,3.16,,,,,16.51,,,,,13.99,17.34,,1.57,,3.69,2.34,44.13,4.67,3.96,,4.42,,2.3,12.3,,,9,2058775455.0,Miscellaneous Commercial Services,Commercial Services
FANG,7.98,46.82,,0.1,135.3,50.1,61,,31,45.5,5.26,1.55,46.26,2.4,,0.39,0.13,0.89,7.34,24.72,35.26,1.03,0.38,,0.37,5.27,7.43,5.42,32.68,6.35,4.78,3.64,4.04,13.46,0.58,12.37,3.7,5.27,7.79,,,,150.56,59.53,28.26,,,39.24,,57.01,1.67,8.61,8.11,,3.38,,,,,27.39,0.78,0.56,,,4.81,11.34,,1.48,1.67,0.86,11.97,18.19,17.89,20.95,,14.3,,6.92,58.14,,,7,27850968979.0,Oil & Gas Production,Energy Minerals
FAST,19.88,64.77,0.1,7.1,11.9,9.6,10.7,10.7,9.3,64.08,3.73,9.55,64.12,25.81,,0.33,0.41,4.57,145.59,24.19,55.58,0.31,0.16,,0.69,2.06,26.06,23.35,31.7,24.51,23.19,5.15,5.44,3.84,0.75,17.15,3.14,2.23,32.57,11.29,9,7.31,62.1,45.66,141.54,,,15.72,,20.81,11.95,34.66,34.66,3.85,5.47,,2.04,1.31,,31.88,4.29,1.42,,21.03,28.03,31.21,3.75,3.29,11.95,2.27,25.37,42.28,40.24,34.73,,30.3,,2.48,45.47,,,10,31549009389.0,Wholesale Distributors,Distribution Services
FBIN,21.97,58.63,3.1,,,5.7,11.1,9.1,11.9,65.74,1.45,7.01,59.88,2.62,,0.32,0.14,1.72,128.49,65.52,44.42,3.32,1.16,,0.24,1.15,19.56,15.45,15.52,15.03,12.64,2.57,2.68,5.11,0.35,17.28,7.91,1.16,18.73,10.13,5.47,2.75,77.43,41.32,5.85,,,8.74,,14.72,4.41,25.28,20.56,3.48,2.21,,,,,12.78,,1.32,,,9.67,13,,1.45,,0.91,6.3,38,12.61,18.63,,10.07,,6.62,21.48,,,10,8120993652.0,Building Products,Producer Manufacturing
FBRT,,34.27,,,,2.8,,27.8,4.8,31.17,11.46,,31.32,1.27,,1.07,0.1,14.02,,28.64,,25.21,2.61,,0.95,11.44,32.15,30.48,30.32,,,,8.93,3.11,0.27,29.47,16.04,11.44,,34.31,,,17.52,47,,,,25.72,,27.78,0.78,8.56,8.31,0.47,1.91,,,,8.47,6.52,0.55,,,1.21,6.52,,0.5,0.39,0.81,14.02,2.37,,2.87,9.09,,2.85,,133.86,,,,8,1167390855.0,Real Estate Investment Trusts,Finance
FCFS,17.75,61.08,,12.3,8,56.5,26.3,20.6,20.7,64.5,1.71,10.77,62.22,3.08,,0.38,0.07,3.89,63.9,5.98,7.45,2.12,0.96,,0.22,1.15,18.31,7.8,19.86,14.6,11.5,2.1,2.24,5.46,0.47,11.29,6.67,1.18,17.01,25.13,,10.6,117.77,47.82,4.18,,,6.96,,12.36,2.67,24.66,19.5,0.67,1.71,,1.41,0.77,,15.24,,0.95,,,12.99,66.03,0.78,0.99,,2.96,5.43,31.82,10.36,11.47,,7.67,,0.04,31.07,,,10,4324946302.0,Finance/Rental/Leasing,Finance
FCN,20.79,44.5,3.1,7.5,,2.8,5.3,,11.1,59.04,,7.59,47.87,5.35,,0.28,0.4,2.21,,3.26,75.98,1.32,0.27,,,,21.56,18.94,549.38,,,,2.16,4.64,0.56,0.39,0.19,,,9,,,195.59,32.12,22.91,,,7.21,,10.25,3.72,28.86,28.07,1.6,2.09,,1.11,37.38,,591.22,3.74,1.54,,61.35,100.07,,4.31,1.73,11.19,2.21,7.53,65.88,13.16,13.83,,9.41,,1.04,40.56,,,9,6284540865.0,Miscellaneous Commercial Services,Commercial Services
FCPT,,39.47,,8.8,4.6,5.4,1.3,4.4,5.3,41.57,7.82,,38.57,1.29,,0.09,0.01,0.39,21.94,4.7,3.49,6.13,0.9,,1.3,5.91,23.54,17.36,19.84,20,14.73,13.24,13.19,4.25,0.51,66.47,7.72,5.97,21.79,9.57,,5.73,24.91,83.64,3.15,,,38.62,,54.5,1.67,21.39,22,10,8.27,,,,14.37,12.46,1.35,,,,12.46,,,0.99,1.85,0.34,4.15,3162.41,6.18,8.03,,5.91,,,16.62,,,10,2196221661.0,Real Estate Investment Trusts,Finance
FCX,,38.78,0.6,18.6,128.9,30.4,90.1,,17.7,27.29,8.44,,34.35,2.28,,0.82,0.51,2.42,133.66,82.01,16.44,1.1,0.56,,0.41,1.61,9.1,6.91,130.39,7.51,5.52,2.43,2.6,10.99,0.32,1.99,0.85,1.61,24.1,22.38,,2.47,41.87,31.33,12.09,,,8.09,,27.24,3.21,29.42,25.41,1.25,2.39,,,,,118.2,1.9,1.72,,,10.21,91.34,1.02,1.73,3.21,1.38,3.59,17.88,14.18,11.41,,9.6,,3.58,,,,6,57875868453.0,Other Metals/Minerals,Non-Energy Minerals
FDP,,33.49,0.1,3.6,62.4,3.6,17.9,,,25.61,3.23,,28.34,2.83,,0.13,0.13,2.02,56.97,44.44,33.94,2.23,0.3,,0.36,3.15,9.16,6.2,20.14,,,,0.38,10.92,0.61,1.91,7.27,3.36,,17.07,,,27.05,8.5,6.52,,,2.61,,4.13,0.56,10.12,12.08,2.52,0.26,,,,,13.82,0.64,0.68,,,8.44,19.11,0.97,0.53,0.77,1,3.33,8.96,6.53,5.79,,5.13,,5.48,12.99,,,8,1224658767.0,Agricultural Commodities/Milling,Process Industries
FDS,6.38,55.15,,21.8,7.9,13.3,10.5,10.7,11.5,51.55,1.24,7.71,53.89,6.53,,0.97,0.25,1.68,,45.74,41.46,2.21,1.04,,0.26,0.8,28.92,23.99,30.3,26.6,23.1,8.84,9.06,3.46,0.43,29.9,3.49,0.82,29.76,14.06,11.75,6.35,475.77,53,10.58,,,22.61,,31.7,10.69,38.64,32.62,2.81,8.73,,1.66,1.73,,29.19,,1.23,,,26.71,34.87,2.85,2.47,,1.68,12.06,287.11,18.72,29.73,,15.72,,1.16,47.38,,,10,16313998178.999998,Data Processing Services,Technology Services
FDX,18.52,42.67,1.4,14.1,20.9,20.7,39.3,,10.1,48.66,3.97,,43.48,2.47,,0.47,0.18,1.34,3.34,20.81,44.35,3.52,1.43,,0.29,2.03,13.86,8.47,22.41,12.9,8.08,1,1.04,7.22,0.3,4.66,6.76,2.08,10.98,21.03,13,1.8,246.63,21.73,14.24,,,4.88,,6.72,2.27,14.37,14.37,1.1,0.7,,1,1.3,,14.99,1.38,0.78,,,6.28,44.24,0.81,1.59,2.99,1.3,4.94,11.2,9.08,16.72,,6.15,,2.06,19.79,,,10,63903760666.00001,Air Freight/Couriers,Transportation
FE,,55.04,,11.3,0.9,2.7,,29.5,2.3,69.75,4.69,6.44,59.42,0.72,,0.02,0.01,0.53,32.45,94.66,25.35,6.09,2.34,,1.54,4.29,17.52,11.18,,18.32,11.2,3.38,3.48,5.71,0.22,,,4.4,13.93,,5.75,3.52,42.82,62.17,2.26,,,4.06,,17.27,2.04,41.46,36.9,,1.65,,,,,,2.69,1.06,,,16.78,,,6.59,4.41,0.43,1.13,6.99,6.04,5.02,,1.92,,0.27,,,,8,21162804831.0,Electric Utilities,Utilities
FELE,1.34,64,0.1,10.4,10.4,22.2,25.2,,15.7,76.33,1.75,,68.02,7.96,,0.19,0.37,2.74,149.42,43.05,45.95,0.55,0.14,,0.2,0.93,17.88,14.84,18.44,,,2.18,2.22,5.59,0.68,12.03,5.46,1.01,22.78,21.02,12,3.35,103.45,33.78,18.75,,,9.33,,12.92,3.89,24.09,22.94,1.72,2.23,,,,,18.59,2.72,1.15,,12.97,15.88,20.91,1.29,1.58,7.26,1.09,11.11,30.05,19.49,17.62,,14.68,,2.73,36.57,,,10,4266635092.0,Industrial Machinery,Producer Manufacturing
FERG,29.84,68.13,3.2,8.3,42.1,16.8,25,25.2,13.9,80.39,3.67,17.69,72.25,5.53,,0.13,0.14,1.71,72.73,59.43,42.93,1.83,0.98,,0.31,1.53,17.5,15.55,19.04,15.56,14.74,1.5,1.51,5.71,0.33,7.95,5.82,1.59,20.66,,5.75,4.96,164.77,30.28,14.32,,,6.14,,9.12,7.55,22.52,20.85,1.04,1.38,,1.01,0.67,,17.43,3.99,,,,14.73,17.28,1.01,3.53,17.17,0.97,11.55,38.84,24.33,36.31,,17.73,,1.97,38.5,,,10,31326669090.000004,Wholesale Distributors,Distribution Services
FFIV,19.64,63.77,1,9,,10.1,31.8,0.5,6.8,67.68,,9.39,64.57,4.35,,0.54,2.99,1.29,28.93,42,61.89,0.38,0.1,,,,16.93,14.26,16.93,15.49,14.02,3.75,3.69,5.91,0.54,21.78,5.57,,15.22,4.7,8.85,1.77,177.63,79.52,,,,16.43,,21.78,3.83,24.27,16.26,,4.01,,,,,18.36,4.26,0.93,,,16.93,32.46,,1.36,25.18,1.26,8.86,162.65,16.53,16.91,,10.88,,6.92,26.66,,,10,9398288955.0,Packaged Software,Technology Services
FHI,,56.44,4.1,4.4,,1.4,2.6,4.2,7.3,56.88,3.4,0.87,56.01,4.39,,1.95,1.61,2.51,,61.79,15,0.8,0.31,,0.36,3.17,6.78,6.46,9.09,7.19,6.92,1.74,1.74,14.75,0.54,19.17,10.11,3.17,9.92,13.16,7.74,5.87,42.82,65,41.26,,,18.58,,24.08,2.7,10.38,11.34,2.84,1.84,,0.8,0.84,,9.67,,0.76,,,9.48,10.87,,0.68,,2.51,14.57,332.67,22.93,27.11,,18.55,,7.79,12.33,,,10,3077084711.9999995,Investment Managers,Finance
FI,15.97,65.17,3.6,1,,20.3,108.1,8.8,12.6,62.42,,8.04,63.51,1.26,,0.04,0.05,1.04,,22.83,66.65,2.89,0.77,,,,22.09,13.49,28.64,18.85,12.58,5.33,5.66,4.53,0.33,19.77,4.36,,16.72,23.29,18.85,6.31,133.11,59.83,4.88,,,16.07,,25.39,2.9,28.85,21.04,1.13,4.65,,1.25,1.13,,23.41,,1.01,,,17.13,23.44,1.05,1.37,,1.04,3.71,144.25,8.49,10.2,,4.95,,3.46,50.08,,,10,73793881652.0,Regional Banks,Finance
FICO,71.11,69.83,5.2,,,33.5,22,16.9,11.3,83.41,,35.67,73.47,14.02,,0.37,0.08,1.31,,19.55,84.07,2.94,,,,,52.27,51.26,70.2,45.16,44.02,20.28,22.36,1.91,,31.85,1.5,,53.19,21.09,18.99,10.6,700.65,79.5,6.75,,,29.2,,42.16,,74,67.99,2.17,21.61,,2.18,2.17,,67.85,,2.95,,,67.17,94.85,2.72,7.41,,1.31,29.35,391.02,57.25,,,38.78,,1.14,146.12,,,10,22157721143.0,Packaged Software,Technology Services
FINV,,45.4,2.6,19.2,2.3,0.2,0.6,,26.7,34.84,4.57,,42.12,2.98,,1.9,53.42,4.29,,,64.86,0.06,0.01,,0.17,4.59,0.52,0.52,0.81,,,0.1,0.1,192.31,0.6,13.34,18,4.59,,19.91,,9.88,5.66,82.32,,,,18.94,,19.92,0.7,3.99,3.8,2.11,0.76,,,,,5.64,0.35,,,0.91,5.64,30.03,0.48,0.31,0.71,4.29,11,68.14,14.79,18.72,,18.54,,3.49,,,,7,1416023227.0,Finance/Rental/Leasing,Finance
FIS,,52.26,1.3,,10.3,,,6.4,1.6,46.63,5.2,7.6,49.81,,,0.03,0.03,0.76,,77.55,66.97,,0.96,,0.51,3.37,,,19.5,20.36,13.29,5.4,3.2,,0.37,16.39,7.65,3.37,13.25,7.17,10.28,0.4,85.19,41.13,3.45,,,,,11.76,1.88,,15.64,,2.15,,,,,13.05,,0.61,,,9.26,,,0.94,,0.76,,,,,,3.48,,4.09,,,,9,33711288715.000008,Packaged Software,Technology Services
FIVE,,51.45,0.1,21.6,,18.6,14.6,,18.8,70.56,,,56.95,4.51,,0.21,0.1,1.44,103.31,44.88,,3.62,1.22,,,,34.41,25.35,83.39,25.77,19.54,2.87,3.53,2.91,0.38,4.23,1.36,,29.07,20.31,25,16.69,228.12,35.12,,,,8.08,,10.25,7.57,39.04,39.04,2.01,3.07,,1.3,6.5,,73.41,3.62,0.93,,,22.89,46.78,1.77,6,7.57,0.43,7.91,13.03,12.42,20.01,,9.76,,,65.61,,,10,8854031673.0,Discount Stores,Retail Trade
FIVN,,57.13,,11,,,,,27,74.67,,12.72,62.19,4.08,,4.07,0.88,5.18,,20.87,32.74,,1.61,,,,,,61.06,283.66,77.16,5.5,6.35,,0.34,10.41,1.59,,36.5,,21.1,23.34,144.54,52.66,,,,,,,11.63,,,,6.18,,,,,59.49,,0.87,,,43.5,,,6.68,25.47,5.18,,,,,,,,0.11,,,,,4710409275.0,Packaged Software,Technology Services
FIX,67.47,72.87,0.8,20.5,12.3,17,30.4,33.2,17.7,81.03,0.68,12.14,76.16,5.13,,0.08,0.58,1.11,3.72,33.51,83.19,0.54,0.2,,0.09,0.35,23.82,19.48,16.63,19.43,16.42,1.51,1.73,4.2,0.38,10.38,6,0.42,24.51,19.99,,11.58,157.1,18.57,28.46,,,5.78,,7.57,7.12,30.1,29.04,1.64,1.69,,0.93,0.54,,16.78,6.13,2.17,,,14.48,16.98,1.69,2.05,29.08,1.08,10.23,113.29,24.61,26.98,,13.31,,2.95,65,,,10,6713264024.000001,Engineering & Construction,Industrial Services
FIZZ,13.86,51.34,,,,3.9,3,,5.5,70.34,,,56.41,17.19,,1.74,5.49,3.2,44.33,38.99,31.59,0.19,0.1,,,,20,17.29,27.24,18.19,16.68,3.53,3.57,5,0.69,13.12,3.45,,24.04,7.06,,1.83,50.23,35.59,,,,13.91,,17.86,9.6,27.28,27.28,9.74,3.8,,1.14,1.18,,29.03,3.47,1.06,106.76,17.93,24.77,28.41,,2.65,9.93,2.55,28.15,79.88,47.94,43.26,,55.28,,0.35,31.38,,,10,4354037446.000001,Beverages: Non-Alcoholic,Consumer Non-Durables
FL,,53.17,3.6,14.1,1.7,,0.1,,7.7,57.93,5.09,16.96,54.31,2.25,,0.13,0.06,1.63,110.86,32.77,7.19,8.22,0.92,,0.8,5.45,34.76,15.38,,26.8,13.65,0.68,0.68,2.88,0.43,,,,13.66,10.36,,,36.85,28.81,33.44,,,0.96,,3.71,0.86,35.37,14.61,1.68,0.34,,1.16,,,,0.94,0.45,,,26.05,,,0.42,1.36,0.35,1.02,3.63,2.57,2.4,,2.55,,14.16,6.07,,,10,1724053970.9999998,Apparel/Footwear Retail,Retail Trade
FLEX,40.19,73.73,3.3,27.8,,20.9,103.1,,11.6,83.43,,20.67,77.33,2.44,,0.29,0.7,1.59,99.93,79.86,46.82,2.17,0.66,,,,9.24,6.58,25.48,6.27,4.82,0.34,0.41,10.82,0.29,1.59,4.17,,10.13,16.13,,,17.51,8.34,6.15,,,2.56,,4.44,1.91,15.86,10.53,0.79,0.39,,0.78,2.22,,25.58,1.11,1.89,,24.01,10.91,74.66,0.53,,2.62,0.86,3.6,27.39,12.44,13.88,,12.55,,12.96,23.79,,,10,11473847448.0,Electronic Production Equipment,Electronic Technology
FLNC,,57.41,,,,,14,,18.9,73.65,,,63.29,2.51,,0.25,6.15,1.33,109.17,50.36,28.11,,0.12,,,,,,,44.16,35.74,0.83,1.09,,0.23,,,,166.67,,,33.37,0.0,7.28,,,,,,,6.84,,,,1.25,,,,,,,,,10.73,,,,,8.59,0.88,,,,,,,,,,,,,4469846842.0,Electrical Products,Producer Manufacturing
FLNG,,20.97,0.1,7.2,167.5,58.8,71.6,,40.1,4.52,11.59,,12.9,0.83,,2.68,0.23,2.89,13.18,9.36,4.14,5.93,2.14,,1.18,11.58,12.37,9.37,16.51,14.1,10.68,7.7,7.63,8.08,0.31,45.95,12.05,11.58,11.51,20.08,,0.15,32.5,61.33,2,,,32.49,,58.52,1.68,11.61,10.2,0.2,3.86,,,,,8.57,0.88,,,,8.14,24.26,0.41,8.81,1.68,2.86,4.44,10.36,8.96,14,,9.03,,,31.59,,,6,1578956089.9999998,Marine Shipping,Transportation
FLO,,42.2,0.1,4.6,5.1,5.7,7.8,,5,27.83,5.39,,36.93,3.51,,0.02,0.01,1.07,35.34,47.14,27.26,3.7,0.96,,1.35,4.1,29.73,17.47,33.04,,,,1.24,3.36,0.4,3.75,4.03,4.15,,8.58,,,29.11,48.06,5.55,,,2.7,,3.86,3.41,34.67,33.22,5.45,0.95,,,,,24.94,14.7,0.82,,,14.39,32.26,,1.46,147.93,0.67,3.99,15.64,7.42,9.49,,5.25,,2.26,22.88,,,10,4839223545.0,Food: Specialty/Candy,Consumer Non-Durables
