,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year
1094,HTLD,6.2,56.39,1.3,9.1,,18.9,23.8,,19,61.98,0.5,-3.14,60.13,3.03,,0.31,0.13,1.34,,17.71,36.86,1.28,0.42,Grey,0.11,0.51,15.51,5.57,102.59,13.03,4.91,1.19,1.25,6.45,0.55,0.51,14.97,13.75,,10.71,15.5,3.61,,,4.76,WACC vs ROIC,5.87,1.42,20.42,20.42,1.73,1,4/9,,,,80.21,1.58,0.4,,,5.31,13.46,1.41,3.4,2.75,1.34,3.92,11.04,7.33,7.09,,4.01,Beneish M-Score,-25.97,14.16,ROIC,,10
1095,HTLF,-31.06,47.14,-5,-3.8,17,,5,30.1,2.6,44.27,9.56,-23.58,46.37,,,,,,,,,,,,0.23,3.83,,,3.38,,,,1.69,,,3.89,,21.84,,,,,,,29.56,,,0.75,6.23,6.23,1.38,1.78,,0.44,0.25,,3.51,0.56,0.66,,,3.42,5.35,,0.35,1.14,,1.1,,,12.39,,,,3.72,7.52,,,10
1096,HTZ,-10.03,43.22,-3.2,10.8,,-9.9,,17.7,-12.7,46.64,,9.38,43.52,0.57,,0.24,0.04,1.25,,43.14,43.14,5.77,5.07,Grey,,,14.95,7.14,-2.16,,,2.36,2.56,6.69,0.14,,7.18,-579.03,,5.58,32.71,3.61,,,11.4,WACC vs ROIC,21.92,1.18,6.81,6.81,,0.49,4/9,,,,,,,,,1.93,,,,,1.25,4.43,9.33,7.32,35.25,,9.99,Beneish M-Score,,,ROIC,,5
1097,HUBB,39.31,47.57,0.5,7.2,7.6,8.6,12.7,-3.1,8.2,38.66,2.1,30.87,44.81,5.84,,0.48,0.33,2.06,79.21,57.74,55.57,1.48,0.59,Grey,0.36,1.42,20.26,17.33,28.47,15.3,13.82,3.18,3.51,4.94,0.47,1.42,19.61,9.06,12.65,6.08,32.96,21.36,,,12.19,WACC vs ROIC,17.59,6.46,26.26,25.8,4.87,3.31,8/9,2.24,1.99,,26.67,,1.71,,,21.48,25.94,4.22,2.42,,1.32,11.67,79.89,20.6,26.28,,17.76,Beneish M-Score,1.44,39.68,ROIC,,10
1098,HUBG,10.21,49.81,0.8,15.1,,32.1,49.3,14.3,13.3,58.14,,-0.13,53.12,4.59,,0.58,0.66,1.67,,34.09,54.38,0.96,0.32,Grey,,,7.65,5.19,9.99,9.6,5.87,0.6,0.58,13.07,0.58,,12.12,25.11,-7.74,-3.22,20.48,37.17,,,5.69,WACC vs ROIC,7.4,1.6,9.65,9.65,0.32,0.56,6/9,,,,9.45,1.18,1.21,,,5.5,7.77,0.39,0.84,3.23,1.67,9.87,33.61,17.34,17.35,,14.2,Beneish M-Score,-6.16,17.11,ROIC,,10
1099,HUBS,67.93,43.41,-4.6,10,,,-22.4,34.5,30.9,24.81,,30.04,37.83,9.91,,1.8,1.91,2.25,,11.47,36.18,-6.88,0.74,Grey,,,-138.54,-214.87,114.32,64.56,52.19,9.66,12.85,-0.72,0.4,,80,,31.67,22.8,82.94,,,,-10.51,WACC vs ROIC,-5.99,23.56,,,,13.13,5/9,,,,116.89,,,,97.66,82.94,,,10.79,27.32,2.25,-8.18,-46.77,-10.32,-20.85,,-9.19,Beneish M-Score,-0.17,,ROIC,,
1100,HUM,-0.39,47.39,1.8,10.4,12.7,6.1,3.2,-6.9,14.9,50.1,1.2,2.36,46.74,,,,,,,,,,,,0.12,0.71,11.95,10.02,4.48,9.71,8.55,0.48,0.55,8.37,,0.75,14.66,20.62,14.65,10.34,,,,,3.42,,,3.47,17.57,17.57,2.31,0.6,,0.74,0.22,,4.9,2.5,0.91,,,4.49,4.8,1.25,0.9,8,,6.71,,,20.99,,15.37,,6.99,25.66,,,10
1101,HUN,1.81,36.34,6.4,18.1,9.4,15.2,9.1,5.4,10.3,37.71,5.48,-1.06,34.43,2.51,,0.43,0.26,2.14,69.65,57.75,51.84,3.33,0.54,Grey,1.8,3.6,19.97,10.28,25.11,10.65,6.94,0.88,0.88,5.01,0.48,3.7,10.48,17.39,,-4.66,15.47,4.38,,,2.64,WACC vs ROIC,4.15,1.29,26.74,62,7.47,0.71,5/9,,,,21.98,2.23,1.04,,,10.54,17.65,6.81,0.53,1.81,1.28,2.24,8.02,4.58,4.78,,2.67,Beneish M-Score,11.4,9.84,ROIC,,10
1102,HURN,53.56,53.56,4.5,2.7,,14.6,24.9,-15.2,9.2,44.45,,34.75,49.44,3.57,,0.08,0.04,1.9,,4.81,43.13,3,0.81,Grey,,,19.03,15.7,25.62,,,1.6,1.81,5.25,0.44,,18.8,11.93,,10.58,30.17,7.11,,,5.64,WACC vs ROIC,9.52,3.42,27.07,27.07,6.6,1.52,6/9,0.87,1.92,,22.15,,1.11,,,16.55,35.05,3.16,1.44,,1.9,6.01,177.54,12.03,13.2,,8.65,Beneish M-Score,-0.35,76.21,ROIC,,8
1103,HWC,-18.04,36.93,0.6,-0.6,,,17.1,38.1,4.6,35.73,3.45,10.96,34.5,,,,,,,,,,,,0.19,3.05,,,7.48,,,,2.77,,,3.13,7.74,16.8,,,,,,,35.84,,,0.93,6.38,6.38,1.88,2.28,,0.25,0.53,,6.11,0.59,0.75,,,5.81,6.68,,0.44,1.25,,1.47,,,15.43,,,,-18.88,11.13,,,9
1104,HWKN,51.07,53.81,0.3,14.8,7.3,22.8,29.1,-5,20.6,47.13,1.48,38.42,49.87,6.53,,0.07,0.07,2.4,46.05,26.3,51.52,0.81,0.26,Grey,0.19,1.02,14.33,11.03,17.35,,10.23,1.41,1.43,6.98,0.63,1.09,20.24,22.48,,,18.13,17.01,,,6.79,WACC vs ROIC,9.87,3.31,19.3,19.3,0.4,1.32,5/9,,,,16,2.18,1.27,,225.65,10.13,12.48,0.77,1.93,5.53,1.59,10.73,27.15,18.54,18.68,,13.05,Beneish M-Score,1.15,36.9,ROIC,,9
1105,HWM,42.23,33.63,1.6,-6.4,-5.9,3.7,60.2,,-4.3,15.88,0.07,23.84,26.51,3.1,,0.38,0.13,2.22,131.63,70.1,33.8,3.39,1.09,Grey,0.11,0.34,24.55,19.11,39.71,14.69,12.01,2.86,3.73,4.07,0.37,0.34,22.22,1.56,,,26.96,4.71,,,8.58,WACC vs ROIC,17.17,5.19,37.05,37.05,,3.18,8/9,,,,33.92,,,,,25.48,60.07,,7.13,,1,5.25,27.88,10.78,14.92,,9.25,Beneish M-Score,2.84,,ROIC,,6
1106,HXL,17.45,36.83,-0.2,2.2,-14.5,-17.8,-25.3,-30.2,-12.2,22.53,0.69,4.99,31.27,4.85,,0.38,0.13,2.93,91.31,34.7,50.58,2.29,0.47,Grey,0.26,0.7,29.93,19.01,90.07,24.54,15.35,3.17,3.79,3.34,0.57,0.7,26.04,-12.78,,10.72,24.58,5.58,,,8.73,WACC vs ROIC,12.04,3.46,39.25,39.25,,3.44,8/9,,,,80.66,2.67,1.27,,,31.46,80.48,,1.95,4.08,1.63,5.22,10.9,8.43,9.59,,6.38,Beneish M-Score,1.77,26.78,ROIC,,10
1107,HZNP,63.82,81.85,-6.5,24.3,,42.2,-8.5,34.2,34.5,74.03,,-4.91,82.07,5.05,,2.72,0.98,4.27,72.59,29.78,66.87,2.84,0.48,Grey,,,51.66,29.37,29.22,17.06,13.63,6.69,7.27,1.94,0.57,,20.92,22.36,,6.15,75.21,8.26,,,12.02,WACC vs ROIC,15.58,4.97,61.66,61.66,,7.41,6/9,,,,29.82,8.49,1.48,,,25.98,39.36,2.47,2.18,26.27,4.09,4.84,66.29,6.27,8.6,,9.37,Beneish M-Score,0.04,,ROIC,,5
1108,IAC,-9.7,33.6,-1.4,30.9,,,,,27.2,33.51,,11.4,32.37,1.47,,1.39,0.71,2.13,,31.96,44.45,2.15,0.33,Grey,,,10.92,5.42,-42.6,295.05,13.02,1.11,1.08,9.16,0.58,,,,,-3.76,66.87,,,,5.56,WACC vs ROIC,-7.69,0.74,19.29,19.51,,0.96,6/9,,,,,1.39,,,,80.68,10.89,,,2.24,2.13,2.49,89.18,4.96,4.36,,-3.25,Beneish M-Score,-0.62,,ROIC,,5
1109,IAG,86.67,61.34,-0.7,-2.8,,,46.3,,-3.2,79.81,,-4.68,68.86,0.58,,1.53,0.77,2.38,153.31,166.54,59.2,3.58,0.44,Grey,,,15.88,5.15,-2.47,,,1.05,1.87,6.3,0.5,,11.1,12.14,,14.37,11.94,1.74,,,2.79,WACC vs ROIC,1.1,0.56,85.33,51.2,,1.68,6/9,,,,,1.13,1.13,,,5.2,,,4.13,0.56,1.87,0.48,2.93,2.34,0.95,,0.1,Beneish M-Score,-29.97,,ROIC,,3
1110,IART,-8.49,38.12,0.9,9.3,,20.9,55,32.5,2.1,42.2,,-17.99,37.94,2.07,,0.82,0.19,2.78,196.06,54.86,59.6,4.89,0.95,Grey,,,21.89,13.82,29.16,13.38,12.27,2.74,2.93,4.57,0.45,,11.16,20.35,12,2.25,59.97,3.62,,,8.49,WACC vs ROIC,11.76,1.92,25.24,25.24,1.21,2.11,5/9,0.91,0.68,,21.21,,0.69,,,15.87,25.7,1.62,1.07,,1.85,3.46,22.69,5.95,7.68,,4.75,Beneish M-Score,0.93,37.39,ROIC,,8
1111,IAS,67.99,27.69,-4.7,15.2,,19.1,,,17.7,17.23,,8.81,23.33,4.74,,1.68,0.44,3.8,,46.54,53.58,4.06,0.26,Grey,,,625.47,38.14,28.18,,,3.82,4.8,0.16,0.76,,65.79,,,16.29,80.26,0.04,,,5.26,WACC vs ROIC,0.12,2.2,86.14,86.14,,4.6,6/9,,,,27.05,,,,,19.93,,,,,3.8,2,5.85,0.31,2.83,,-0.13,Beneish M-Score,0.28,,ROIC,,1
1112,IBKR,31.32,50.67,-10.3,13.5,,6.2,21.3,4.4,6.3,36.84,0.43,20.48,45.81,0.29,,0.04,0.36,1.09,,10480.8,2397.46,3.8,3.26,Grey,0.08,0.44,6.32,6.1,4.7,4.57,4.44,3.27,2.67,15.82,0.03,0.44,15.11,53.18,7.44,-0.58,47.05,N/A,,N/A,8.21,WACC vs ROIC,42.23,2.99,18.72,18.72,2.67,1.81,6/9,,,,2.35,1.58,0.98,,,2.31,6.41,,0.21,2.99,1.09,0.44,71.61,11.96,17.88,,12.94,Beneish M-Score,15.89,38.71,ROIC,,10
1113,IBM,13.05,54.17,-0.7,1,0.8,-21.7,-37.5,-11.3,0.9,37.75,4.99,15.08,48.21,2.87,,0.5,0.27,1.06,21.63,50.59,35.42,7.81,2.72,Grey,2.81,4.53,54.66,23.14,17.31,15.1,11.37,2.73,2.95,1.83,0.17,4.55,14.33,-8.14,6.48,3.56,54.64,5.99,,,3.35,WACC vs ROIC,13.84,5.97,67.9,62.93,,2.23,6/9,,,,13.11,,1.22,,,10.95,22.81,,1.05,,1.01,1.57,40.38,3.34,9.62,,8.1,Beneish M-Score,4.43,13.11,ROIC,,10
1114,IBN,-1.51,56.74,-2.6,17.4,71,,48.7,,6.1,61.95,0.81,15.25,59.44,,,,,,,,,,,,,0.82,,,-120.87,,,9.11,5.2,,,0.82,18.52,21.18,,-1.88,,,,,26.05,,,3.05,18.69,18.69,1.45,4.94,,1.31,,,,1.6,,,,,,1.59,0.82,3.05,,1.97,,,18.1,,,,-4.59,23.19,,,10
1115,IBOC,5.41,38.01,1.6,0.4,4.6,,15.3,11,6.2,30.15,5.39,3.26,34.81,,,,,,,,,,,,0.2,2.89,,,4.29,,,,2.23,,,2.89,,14.46,,,,,,,48.57,,,1.23,6.94,6.94,1.58,3.4,,0.42,0.34,,6.32,0.66,0.79,,,6.03,6.7,,0.56,1.42,,2.51,,,18.71,,,,15.11,12.13,,,10
1116,IBP,84.85,30.18,1.9,27.9,,33.8,50.3,48.8,22.3,17.57,1.01,47.22,24.52,4.78,,0.81,0.27,2.92,34.44,28.55,53.27,1.95,1.69,Grey,0.15,1.02,12.31,9.24,16.8,15.97,10.5,1.55,1.63,8.12,0.31,1.03,13.16,23.55,,11.23,31.98,8.72,,,8.73,WACC vs ROIC,12.68,6.46,15.06,15.06,0.5,1.38,8/9,0.48,0.43,,14.24,,,,,12.01,13.54,0.6,1.61,,2.4,13.58,63.58,25.48,49.76,,18.35,Beneish M-Score,-1.19,43.83,ROIC,,10
1117,IBTX,-35.56,50.2,1.4,2.1,15,,1.8,4.1,2.9,66.34,14.36,-9.45,54.06,,,,,,,,,,,,0.71,3.75,,,9.88,,,,3.45,,,3.75,12.55,12.54,,,,,,,15.25,,,0.71,18.86,18.86,4.29,2.82,,0.9,0.3,,8.32,1.04,0.6,,,6.97,10.4,,0.52,1.29,,0.48,,,3.76,,,,-36.94,10.09,,,10
1118,ICE,15.98,51.05,-0.3,9.3,11.4,0.5,-9,9.5,14,46.42,2.59,17.01,49.66,0.73,,0.03,0.16,1.1,,72.18,51.49,4.98,0.77,Grey,0.53,1.42,31.26,22.37,26.08,17.87,14.11,9.09,8.61,3.2,0.18,1.45,19.31,13.96,19.07,-1.5,55.19,5.37,,,17.63,WACC vs ROIC,39.47,2.72,38.45,38.45,4.18,6.8,6/9,1.74,0.99,,20.56,,0.95,,,17.84,39.25,3.87,1.25,,1.1,0.93,49.46,5.79,7.35,,1.96,Beneish M-Score,-3.3,29.52,ROIC,,10
1119,ICFI,24.63,39.62,,6.1,,7.1,-2,29.2,6.7,18.09,0.44,21.51,30.7,2.78,,0.02,0.01,1.3,,34.4,44.74,4.74,0.94,Grey,0.16,0.45,28.48,18.42,21.44,,14.3,1.49,1.66,3.51,0.41,0.45,17.92,12.09,,8.18,35.37,3.18,,,3.36,WACC vs ROIC,5.96,2.69,36.49,36.49,5.37,1.23,5/9,2.69,1.25,,16,,1.36,,,13.54,17.76,4.54,1.27,,1.3,3.14,47.39,6.66,7.65,,5.5,Beneish M-Score,-10.12,35.96,ROIC,,10
1120,ICL,-27.34,34.57,-0.2,11.4,61.7,50.5,65.2,45.1,23.6,22.22,35.44,-9.84,29.1,3,,0.22,0.19,1.75,152.86,76.68,69.03,1.03,0.49,Grey,0.73,9.88,4.37,3.52,8.67,,,,1.12,22.88,0.49,9.88,,27.31,,,43.56,20.27,,,16.47,WACC vs ROIC,25.86,1.29,5.18,5.18,0.28,0.87,6/9,,,,6.49,0.59,0.76,,,3.94,3.49,0.26,0.72,1.52,0.93,11.97,29.26,24.1,25.84,,16.44,Beneish M-Score,14.79,9.74,ROIC,,9
1121,ICLR,24.09,56.32,-15.1,51,,20.9,-3.4,-9.4,22,57.93,,23.66,56.55,2.39,,0.1,0.06,1.22,,4.6,74.68,3.1,0.51,Grey,,,29.94,17.93,67.47,15.02,13.97,2.96,3.25,3.34,0.51,,17.89,18.32,7.47,6.71,29.38,3.34,,,6.45,WACC vs ROIC,12.22,2.44,42.42,42.42,3.31,2.76,6/9,2.02,2.19,,56.79,,0.94,,,40.5,78.31,2.75,1.58,,1.22,2.97,177.06,5.94,6.02,,5.22,Beneish M-Score,4.12,46.9,ROIC,,10
1122,ICUI,-16.28,32.79,-5,9.5,,-3.5,,-228.4,17.6,34.41,,-8.61,32.78,1.77,,0.41,0.12,2.57,161.62,46.04,30.31,7.21,0.81,Grey,,,451.54,19.33,-105.86,45.24,14.07,1.95,2.01,0.22,0.47,,17.06,11.39,15.46,2.43,32.51,0.64,,,-2.11,WACC vs ROIC,2.5,1.46,,,,1.29,4/9,,,,,,0.37,,,76.06,,,1.35,,0.97,-1.08,0.81,0.25,-2.33,,0.9,Beneish M-Score,-19.05,42.95,ROIC,,9
1123,IDA,-11.67,59.29,-0.1,4.3,5.9,2.5,3.5,,6.8,83.67,4.33,-10.84,69.65,1.4,,0.29,0.05,1.57,27.89,53.3,22.72,4.14,0.87,Grey,0.58,3.21,17.84,12.28,-23.63,,,,4.12,5.61,0.36,3.21,17.92,3.02,6.9,,18.97,3.27,,,15.3,WACC vs ROIC,18.28,1.75,18.29,18.29,8.71,2.81,5/9,1.58,,,,1.19,0.83,,,24.77,249.5,,1.93,1.75,1.27,3.57,7.9,5.76,9.78,,3.98,Beneish M-Score,-2.89,18.81,ROIC,,10
1124,IDCC,84.07,43.16,1.1,-0.5,-7.2,17.8,66.9,70.2,14.4,51.56,1.72,13.78,45.82,3.53,,1.88,1.38,2.67,,144.57,120.7,1.84,1.02,Grey,0.22,1.7,7.73,5.93,8.81,,7.29,4.47,3.66,12.94,0.34,1.95,14.93,16.23,15,0.68,95.91,5.08,,,33.91,WACC vs ROIC,39.77,3.67,13.28,13.28,,4.49,8/9,,,,11.4,2.34,0.91,,80.59,9.54,30.6,1.07,1.09,9.26,2.67,10.14,455.73,16.97,27.41,,21.38,Beneish M-Score,2.64,20.4,ROIC,,10
1125,IDXX,45.6,30.68,1,52.4,,17.8,18,9.4,13.1,19.5,,9.55,25.76,17.47,,0.15,0.12,1.33,95.57,29.74,43.82,0.99,1.05,Grey,,,37.55,33.89,66.43,34.16,30.24,9.53,11.21,2.66,0.38,,43.86,19.52,11.65,9.58,59.97,21.73,,,22.52,WACC vs ROIC,29.82,34.19,47.84,47.84,2.63,10.77,7/9,1.53,2.47,,63.87,11.16,1.25,,,50.7,66.92,2.61,5.11,58.53,0.89,28.94,92.36,64.52,113.82,,34.63,Beneish M-Score,-0.4,82.09,ROIC,,10
1126,IDYA,117.86,64.64,-33.3,13.7,,24.9,25,12.4,,57.47,,65.4,62.42,39.19,,19.49,191.96,19.8,,,7.4,-0.03,0.01,Grey,,,-14.25,-14.75,-10.88,,,98.99,26.76,-7.02,0.95,,,,,,,N/A,,N/A,-164.25,WACC vs ROIC,-187.77,3.33,,,,28.33,3/9,,,,,,,3.57,3.51,,,,,3.33,19.8,-18.27,-915.91,-22.89,-20.34,,-192.25,Beneish M-Score,-45.57,,ROIC,,
1127,IE,58.69,32.42,,,,-92.9,-93.2,-91.4,38.8,14.63,,32.2,25.55,2.88,,1.02,0.57,1.22,474.17,379.08,179.7,-0.67,0.69,Grey,,,-8.51,-8.69,-7.43,,,1641.02,421.67,-11.75,0.52,,,,,,-28.07,,,,-4483.79,WACC vs ROIC,-4975.22,7.78,,,,361.84,N/A/9,,,,,,,,,,,,,7.78,1.15,-53.83,-149.29,-66.05,-72.13,,-120.15,Beneish M-Score,1.22,,ROIC,,
1128,IEP,-53.65,41.26,-18.2,-24.4,,,52.2,,-4.9,49.33,43.52,-52.85,45.51,1.44,,2.24,1.05,4.78,49.17,31.32,16.88,-17.35,2.08,Grey,,33.48,-8.54,-19.24,88.77,,,,0.61,-11.71,0.15,19.13,,-11.53,,,17.76,0.83,,,-7.15,WACC vs ROIC,3.64,2.42,,,,0.55,5/9,,,,,,0.54,,,23.6,183.47,,3.02,3.16,4.47,-3.51,-16.89,-4.13,-24.9,,3.16,Beneish M-Score,30.35,,ROIC,,3
1129,IESC,151.23,43.31,1.3,15.1,,17.4,-2.4,,27.1,20.49,,71.24,33.23,5.71,,0.08,0.79,1.63,18.69,34.73,64.69,0.23,0.09,Grey,,,10.52,8.75,11.97,,,,0.6,9.51,0.46,,,22.75,,,17.13,32.76,,,3.7,WACC vs ROIC,5.02,3.3,18.89,18.89,0.67,0.58,8/9,1.64,1.03,,11.87,2.09,1.38,,11.42,10.59,11.63,0.76,1.56,5.22,1.36,9.63,49.88,25.5,22.76,,14.28,Beneish M-Score,2.26,33.25,ROIC,,8
1130,IEX,7.17,38.7,0.2,10.6,6.6,11.9,11.5,1.1,8.7,28.08,1.83,2.22,32.89,6.18,,0.94,0.29,3.06,93.86,40.73,47.51,1.71,0.49,Grey,0.4,1.16,21.96,18.75,30.69,20.87,17.88,5.03,5.27,4.55,0.57,1.19,24.39,11.39,11.48,7.46,44.73,16.49,,,17.65,WACC vs ROIC,23.84,4.95,27.72,27.72,3.65,4.87,8/9,0.95,2.21,,28.5,,1.06,,,24.79,28.23,3.29,2.01,,2.07,11,92.02,16.53,19.39,,14.12,Beneish M-Score,-0.05,36.81,ROIC,,10
1131,IFF,-38.73,47.21,-33.7,6,2.6,,,,2.4,55.64,5.54,-21.93,51.32,0.94,,0.16,0.06,1.64,138.08,62.62,60.4,-26.74,0.64,Grey,,4.69,-18.11,-66.73,106.94,18.66,12.5,2.38,2.39,-5.52,0.51,4.69,15.29,1.14,12.9,0.06,31.75,1.7,,,-18.57,WACC vs ROIC,5.94,1,,,,1.5,3/9,,,,66.42,,0.51,,,21.39,,,0.98,,0.89,-6.15,-18.9,-4.93,-12.21,,2.4,Beneish M-Score,8.34,20.31,ROIC,,9
1132,IFS,8.02,57.14,,4.1,5.6,,5.2,,5.8,76.42,7.41,6.65,64.08,,,,,,,,,,,,0.33,4.91,,,3.91,,,,1.46,,,4.91,,36.19,,,,,,,22.34,,,1.08,6.59,6.56,0.7,1.43,,0.57,0.34,,3.81,0.61,0.5,,,3.3,5.34,1.13,0.24,1.31,,1.78,,,16.61,,,,6.93,6.94,,,10
1133,IGT,77.47,57.29,0.9,-4,,4.9,,-6.5,1.7,64.57,1.1,32.24,60.26,1.07,,0.26,0.08,1.16,44.88,117.84,56.64,3.54,4.25,Grey,0.61,2.46,12.14,7.15,24.4,11.69,6.78,2.82,2.87,8.24,0.14,2.46,20.49,15.38,,2.22,48.56,2.35,,,6.3,WACC vs ROIC,16.09,4.57,24.49,24.49,0.98,1.53,8/9,,,,13.01,,1.87,,,7.64,15.87,2.85,1.47,,0.99,2.56,74.47,11.67,18.74,,4.37,Beneish M-Score,15.21,,ROIC,,5
1134,IHG,34.24,64.11,1.2,-6.9,6.6,2.3,1.9,7.9,-2.9,71.3,1.8,17.86,67.03,2.98,,0.48,0.24,1.04,0.48,51.03,55.17,2.79,-1.61,Grey,0.39,1.82,17.09,14.58,21.92,14.8,13.47,6.76,3.51,5.85,-0.44,1.82,20.41,-5.86,30.37,-6.24,29.92,10.85,,,14.18,WACC vs ROIC,20.24,,22.25,22.25,,3.16,6/9,,,,19.83,,0.77,,,17.36,19.48,,6.68,,1.04,14.07,208.2,31.32,Neg. Equity,,18.67,Beneish M-Score,10.09,35.37,ROIC,,9
1135,IHS,9.25,20.52,-0.4,-7.9,,9.9,-2.5,-4,15.9,11.7,,1.95,16.17,-1.24,,0.37,0.11,0.93,18.22,122.9,39.08,-5.84,7.89,Grey,,,-4.47,-7.57,13.24,8.7,5.62,2.5,2.4,-22.37,0.09,,,,,,44.42,1.57,,,-69.92,WACC vs ROIC,28.95,3.18,,,,0.76,4/9,,,,4.19,,,,,1.57,,,,,0.9,-24.65,-39.74,-23.81,-140.37,,11.03,Beneish M-Score,-26.97,,ROIC,,
1136,IIPR,-10.84,61.29,-30.3,18.1,35.9,33.7,39.6,26.3,33.7,57.12,106.32,-3.13,60.79,3.56,,0.66,0.31,0.82,,827.78,,1.23,0.15,Grey,1.28,8.27,14.85,10.85,11.1,,11.06,8.46,9,6.73,0.82,8.27,15.13,26.97,,15.49,94.05,10.12,,,54.95,WACC vs ROIC,57.43,1.26,15.42,15.42,0.17,8.3,7/9,,,11.23,10.21,0.93,,,,10.21,,0.62,0.75,1.27,0.82,6.68,10255.41,7.86,8.23,,7.07,Beneish M-Score,11.81,,ROIC,,5
1137,ILMN,-12.85,23.71,-2.4,10,,,,,7.1,11.74,,-22.85,19.31,2.21,,0.68,0.51,1.4,123.39,58.14,54.77,-0.86,0.47,Grey,,,-6.41,-7.18,-113,48.3,34.95,4.83,5.68,-15.6,0.56,,59.17,-1.61,46.96,8.17,62.23,,,,-93.84,WACC vs ROIC,,3.53,,,,5.16,3/9,,,,,,0.4,,,109.62,,,2.13,180.43,1.13,-33.47,-212.25,-39.78,-56.53,,,Beneish M-Score,-1.64,107.46,ROIC,,9
1138,IMAX,21.98,50.44,4,-18.4,,-26,,,-6.2,54.72,,13.21,50.27,1.65,,0.4,0.37,1.92,78.76,52.58,263.43,2.94,0.95,Grey,,,38.93,13.5,56.96,16.19,9.73,3.16,3.34,2.57,0.33,,17.51,-5.9,53.38,10.99,53.59,4.99,,,1.27,WACC vs ROIC,9.09,3.78,234.25,234.25,,2.94,6/9,,,,49.83,7.78,0.62,,,21.27,,,3.09,5.82,1.76,0.55,8.87,5.19,1.64,,2.58,Beneish M-Score,-2.5,267.71,ROIC,,7
1139,IMCR,33.68,27.27,87.9,1781.9,,-442.4,-456.7,-420.7,1434.7,19.12,,14.41,22.59,7.72,,3.71,5.1,4.28,300.16,3033.73,56.59,-1.88,0.24,Grey,,,-43.81,-50.11,120.13,-18.34,-22.78,8.05,10.35,-2.28,0.63,,,,,19.09,99.31,,,,-27.42,WACC vs ROIC,-23.28,7.44,,,,11.47,6/9,,,,136.35,,,11.5,8.89,102.7,,,,7.45,4.26,-12.14,-133.03,-12.67,-19.28,,-82.34,Beneish M-Score,-0.12,,ROIC,,
1140,IMGN,189.22,47.03,-14.6,,,-14.9,-7.9,-14,-8.2,50.58,,279.51,48.48,7.56,,6.1,6.71,7.14,410.33,5694.81,44.77,-0.5,0.17,Grey,,,-19.89,-20.09,-12.92,,-17.19,8.24,18.14,-5.03,0.69,,,,,,99.1,,,,-96.02,WACC vs ROIC,-96.84,7.98,,,,21.47,3/9,,,,,,2.16,11.23,8.78,,,,,7.98,7.11,-42.67,-1146.67,-53.19,-76.07,,-243.73,Beneish M-Score,-0.31,,ROIC,,
1141,IMKTA,-1.6,36.45,2.1,26.6,,26.1,52.7,67.7,13,46.77,1.11,-9.1,38.99,4.82,,0.9,0.47,2.86,38.47,17.25,6.53,1.35,0.42,Grey,0.05,0.87,5.48,4.03,24.93,,,,0.31,18.25,0.59,0.87,,29.32,,,24.31,14.68,,,3.96,WACC vs ROIC,5.49,1.02,6.32,6.32,0.31,0.25,7/9,0.2,0.65,,20.21,0.54,1.24,,,5.64,10.3,0.29,0.5,1.02,1.32,9.84,18.8,16.19,17.46,,13.32,Beneish M-Score,2.08,10.33,ROIC,,10
